kW;día;hora;temperatura;año;mes;estacion;tipo_dia
26,016;26;8;17,65;2020;2;verano;habil
25,152;26;9;19,05;2020;2;verano;habil
24,528;26;10;20,925;2020;2;verano;habil
27,696;26;11;22,45;2020;2;verano;habil
34,752;26;12;24,35;2020;2;verano;habil
46,608;26;13;26,225;2020;2;verano;habil
;26;14;27,85;2020;2;verano;habil
66,672;26;15;29,3;2020;2;verano;habil
66,816;26;16;30,075;2020;2;verano;habil
;26;17;30,8;2020;2;verano;habil
71,712;26;18;30,6;2020;2;verano;habil
66,864;26;19;30,575;2020;2;verano;habil
51,552;26;20;29,825;2020;2;verano;habil
58,512;26;21;29;2020;2;verano;habil
61,152;26;22;27,825;2020;2;verano;habil
65,184;26;23;26,725;2020;2;verano;habil
66,24;27;0;26,2;2020;2;verano;habil
56,736;27;1;25,4;2020;2;verano;habil
55,392;27;2;24,425;2020;2;verano;habil
51,888;27;3;23,425;2020;2;verano;habil
51,936;27;4;23,375;2020;2;verano;habil
48,336;27;5;23,1;2020;2;verano;habil
44,976;27;6;22,175;2020;2;verano;habil
40,128;27;7;21,3;2020;2;verano;habil
30,288;27;8;22,1;2020;2;verano;habil
33,792;27;9;25,1;2020;2;verano;habil
35,184;27;10;26,825;2020;2;verano;habil
41,328;27;11;28,175;2020;2;verano;habil
53,232;27;12;29,175;2020;2;verano;habil
72,816;27;13;30,1;2020;2;verano;habil
85,344;27;14;31,375;2020;2;verano;habil
97,2;27;15;31,925;2020;2;verano;habil
102,096;27;16;32,675;2020;2;verano;habil
103,584;27;17;32,9;2020;2;verano;habil
101,856;27;18;33,125;2020;2;verano;habil
90,672;27;19;32,825;2020;2;verano;habil
73,968;27;20;31,075;2020;2;verano;habil
;27;21;29,55;2020;2;verano;habil
67,008;27;22;28,925;2020;2;verano;habil
69,024;27;23;28,25;2020;2;verano;habil
70,848;28;0;27,55;2020;2;verano;habil
68,592;28;1;26,35;2020;2;verano;habil
67,008;28;2;26,05;2020;2;verano;habil
63,6;28;3;24,825;2020;2;verano;habil
59,52;28;4;24,35;2020;2;verano;habil
57,744;28;5;24,1;2020;2;verano;habil
55,344;28;6;23,575;2020;2;verano;habil
51,216;28;7;22,825;2020;2;verano;habil
38,16;28;8;23,175;2020;2;verano;habil
38,784;28;9;25,45;2020;2;verano;habil
38,592;28;10;26,2;2020;2;verano;habil
49,728;28;11;27,525;2020;2;verano;habil
63,072;28;12;28,8;2020;2;verano;habil
83,52;28;13;29,925;2020;2;verano;habil
;28;14;31,3;2020;2;verano;habil
107,424;28;15;31,975;2020;2;verano;habil
113,04;28;16;32,5;2020;2;verano;habil
107,424;28;17;33,3;2020;2;verano;habil
101,808;28;18;33,7;2020;2;verano;habil
85,152;28;19;32,975;2020;2;verano;habil
69,792;28;20;32,175;2020;2;verano;habil
69,168;28;21;31,175;2020;2;verano;habil
78;28;22;30,3;2020;2;verano;habil
82,56;28;23;29,875;2020;2;verano;habil
80,928;29;0;29,025;2020;2;verano;no habil
74,832;29;1;28,425;2020;2;verano;no habil
70,176;29;2;27,35;2020;2;verano;no habil
69,552;29;3;26,65;2020;2;verano;no habil
70,032;29;4;25,95;2020;2;verano;no habil
66,768;29;5;25,55;2020;2;verano;no habil
;29;6;25,275;2020;2;verano;no habil
57,696;29;7;24,575;2020;2;verano;no habil
46,128;29;8;24,625;2020;2;verano;no habil
45,168;29;9;26,7;2020;2;verano;no habil
45,072;29;10;26,125;2020;2;verano;no habil
51,216;29;11;27,825;2020;2;verano;no habil
68,544;29;12;29,225;2020;2;verano;no habil
95,136;29;13;30,7;2020;2;verano;no habil
111,984;29;14;31,775;2020;2;verano;no habil
123,12;29;15;32,875;2020;2;verano;no habil
129,216;29;16;33,675;2020;2;verano;no habil
126,72;29;17;34,175;2020;2;verano;no habil
118,848;29;18;34,3;2020;2;verano;no habil
97,2;29;19;34,1;2020;2;verano;no habil
79,2;29;20;32,85;2020;2;verano;no habil
74,496;29;21;31,625;2020;2;verano;no habil
71,76;29;22;30,975;2020;2;verano;no habil
69,552;29;23;30,325;2020;2;verano;no habil
71,04;1;0;29,45;2020;3;otoño;no habil
73,68;1;1;28,85;2020;3;otoño;no habil
74,976;1;2;28,175;2020;3;otoño;no habil
74,16;1;3;27,575;2020;3;otoño;no habil
73,152;1;4;26,75;2020;3;otoño;no habil
71,568;1;5;26,3;2020;3;otoño;no habil
72,336;1;6;25,95;2020;3;otoño;no habil
65,04;1;7;24,725;2020;3;otoño;no habil
50,832;1;8;24,95;2020;3;otoño;no habil
51,216;1;9;26,8;2020;3;otoño;no habil
59,04;1;10;28,6;2020;3;otoño;no habil
61,968;1;11;29,925;2020;3;otoño;no habil
71,808;1;12;31,225;2020;3;otoño;no habil
;1;13;32,225;2020;3;otoño;no habil
108,048;1;14;33,15;2020;3;otoño;no habil
120,624;1;15;33,775;2020;3;otoño;no habil
131,088;1;16;34,15;2020;3;otoño;no habil
133,44;1;17;34,425;2020;3;otoño;no habil
131,232;1;18;34,4;2020;3;otoño;no habil
118,464;1;19;33,975;2020;3;otoño;no habil
89,472;1;20;32,725;2020;3;otoño;no habil
90,576;1;21;31,375;2020;3;otoño;no habil
97,056;1;22;30,75;2020;3;otoño;no habil
100,848;1;23;30,075;2020;3;otoño;no habil
98,592;2;0;29,175;2020;3;otoño;habil
92,64;2;1;28,4;2020;3;otoño;habil
85,68;2;2;27,475;2020;3;otoño;habil
83,568;2;3;26,575;2020;3;otoño;habil
77,088;2;4;25,75;2020;3;otoño;habil
71,424;2;5;25,025;2020;3;otoño;habil
69,552;2;6;24,5;2020;3;otoño;habil
50,448;2;7;23,25;2020;3;otoño;habil
37,44;2;8;22,7;2020;3;otoño;habil
39,504;2;9;24,4;2020;3;otoño;habil
39,936;2;10;25,7;2020;3;otoño;habil
51,168;2;11;27,65;2020;3;otoño;habil
71,232;2;12;29,175;2020;3;otoño;habil
91,968;2;13;30,3;2020;3;otoño;habil
109,92;2;14;31,2;2020;3;otoño;habil
115,296;2;15;32,1;2020;3;otoño;habil
121,248;2;16;32,5;2020;3;otoño;habil
121,056;2;17;32,9;2020;3;otoño;habil
118,8;2;18;33,225;2020;3;otoño;habil
106,56;2;19;33,025;2020;3;otoño;habil
76,464;2;20;32,05;2020;3;otoño;habil
80,544;2;21;30,925;2020;3;otoño;habil
;2;22;29,725;2020;3;otoño;habil
97,056;2;23;28,925;2020;3;otoño;habil
97,584;3;0;28,3;2020;3;otoño;habil
93,264;3;1;27,2;2020;3;otoño;habil
84,432;3;2;26,325;2020;3;otoño;habil
78,72;3;3;25,45;2020;3;otoño;habil
73,008;3;4;24,775;2020;3;otoño;habil
67,392;3;5;24,3;2020;3;otoño;habil
66,672;3;6;23,95;2020;3;otoño;habil
49,392;3;7;23,575;2020;3;otoño;habil
38,064;3;8;24;2020;3;otoño;habil
35,424;3;9;24,725;2020;3;otoño;habil
41,328;3;10;26,15;2020;3;otoño;habil
45,408;3;11;28,1;2020;3;otoño;habil
63,552;3;12;29,7;2020;3;otoño;habil
88,992;3;13;31,2;2020;3;otoño;habil
110,352;3;14;32,325;2020;3;otoño;habil
118,032;3;15;33,3;2020;3;otoño;habil
124,752;3;16;33,8;2020;3;otoño;habil
122,688;3;17;34,2;2020;3;otoño;habil
124,512;3;18;34,375;2020;3;otoño;habil
114,48;3;19;34,05;2020;3;otoño;habil
80,304;3;20;33;2020;3;otoño;habil
92,736;3;21;31,65;2020;3;otoño;habil
96,288;3;22;30,475;2020;3;otoño;habil
109,056;3;23;29,9;2020;3;otoño;habil
109,2;4;0;29,425;2020;3;otoño;habil
98,16;4;1;28,75;2020;3;otoño;habil
93,024;4;2;27,875;2020;3;otoño;habil
89,712;4;3;26,925;2020;3;otoño;habil
84;4;4;26,15;2020;3;otoño;habil
;4;5;25,5;2020;3;otoño;habil
69,504;4;6;24,925;2020;3;otoño;habil
;4;7;24,75;2020;3;otoño;habil
;4;8;25,2;2020;3;otoño;habil
40,656;4;9;25,9;2020;3;otoño;habil
41,04;4;10;27,175;2020;3;otoño;habil
49,056;4;11;28,6;2020;3;otoño;habil
68,832;4;12;30,3;2020;3;otoño;habil
103,296;4;13;31,6;2020;3;otoño;habil
119,712;4;14;33,175;2020;3;otoño;habil
125,04;4;15;34,075;2020;3;otoño;habil
134,688;4;16;34,8;2020;3;otoño;habil
127,2;4;17;34,675;2020;3;otoño;habil
118,752;4;18;34,55;2020;3;otoño;habil
103,008;4;19;34,2;2020;3;otoño;habil
;4;20;33,4;2020;3;otoño;habil
83,472;4;21;32,025;2020;3;otoño;habil
100,08;4;22;31,225;2020;3;otoño;habil
104,832;4;23;30,675;2020;3;otoño;habil
99,264;5;0;29,75;2020;3;otoño;habil
86,736;5;1;28,45;2020;3;otoño;habil
85,248;5;2;28;2020;3;otoño;habil
;5;3;27,35;2020;3;otoño;habil
80,448;5;4;27,025;2020;3;otoño;habil
77,04;5;5;27,1;2020;3;otoño;habil
72,096;5;6;26,325;2020;3;otoño;habil
58,752;5;7;26,75;2020;3;otoño;habil
44,448;5;8;26,85;2020;3;otoño;habil
43,392;5;9;27,6;2020;3;otoño;habil
42,576;5;10;29,575;2020;3;otoño;habil
56,544;5;11;31,075;2020;3;otoño;habil
80,352;5;12;31,925;2020;3;otoño;habil
110,16;5;13;33,15;2020;3;otoño;habil
124,752;5;14;34,3;2020;3;otoño;habil
129,552;5;15;35,05;2020;3;otoño;habil
127,008;5;16;35,675;2020;3;otoño;habil
133,248;5;17;36,175;2020;3;otoño;habil
130,128;5;18;35,975;2020;3;otoño;habil
113,184;5;19;35,3;2020;3;otoño;habil
85,056;5;20;34,275;2020;3;otoño;habil
99,792;5;21;32,95;2020;3;otoño;habil
107,472;5;22;32,475;2020;3;otoño;habil
117,888;5;23;31,75;2020;3;otoño;habil
117,072;6;0;30,275;2020;3;otoño;habil
106,848;6;1;29,9;2020;3;otoño;habil
104,928;6;2;28,55;2020;3;otoño;habil
94,032;6;3;27,75;2020;3;otoño;habil
92,064;6;4;27,375;2020;3;otoño;habil
91,2;6;5;26,975;2020;3;otoño;habil
81,984;6;6;26,625;2020;3;otoño;habil
71,76;6;7;24,925;2020;3;otoño;habil
51,84;6;8;24,35;2020;3;otoño;habil
45,024;6;9;24,75;2020;3;otoño;habil
46,032;6;10;25,325;2020;3;otoño;habil
50,88;6;11;26,35;2020;3;otoño;habil
68,64;6;12;27,525;2020;3;otoño;habil
96,48;6;13;28,85;2020;3;otoño;habil
111,744;6;14;30,025;2020;3;otoño;habil
112,416;6;15;31;2020;3;otoño;habil
107,712;6;16;31,9;2020;3;otoño;habil
109,584;6;17;32,6;2020;3;otoño;habil
110,736;6;18;32,95;2020;3;otoño;habil
100,128;6;19;33;2020;3;otoño;habil
82,56;6;20;32,45;2020;3;otoño;habil
88,128;6;21;31,8;2020;3;otoño;habil
106,56;6;22;31,1;2020;3;otoño;habil
107,232;6;23;29,725;2020;3;otoño;habil
103,776;7;0;29,1;2020;3;otoño;no habil
94,992;7;1;28,525;2020;3;otoño;no habil
92,544;7;2;27,725;2020;3;otoño;no habil
83,28;7;3;26,95;2020;3;otoño;no habil
80,64;7;4;26,575;2020;3;otoño;no habil
77,184;7;5;26,15;2020;3;otoño;no habil
75,408;7;6;25,5;2020;3;otoño;no habil
70,416;7;7;24,875;2020;3;otoño;no habil
57,312;7;8;24,55;2020;3;otoño;no habil
55,872;7;9;25,775;2020;3;otoño;no habil
56,832;7;10;27,125;2020;3;otoño;no habil
74,208;7;11;28,675;2020;3;otoño;no habil
87,024;7;12;30,4;2020;3;otoño;no habil
119,904;7;13;31,65;2020;3;otoño;no habil
135,84;7;14;32,825;2020;3;otoño;no habil
139,872;7;15;33,6;2020;3;otoño;no habil
145,248;7;16;34,4;2020;3;otoño;no habil
148,896;7;17;34,775;2020;3;otoño;no habil
143,424;7;18;35,075;2020;3;otoño;no habil
129,648;7;19;34,975;2020;3;otoño;no habil
97,008;7;20;34;2020;3;otoño;no habil
101,664;7;21;32,675;2020;3;otoño;no habil
99,168;7;22;31,55;2020;3;otoño;no habil
92,304;7;23;30,95;2020;3;otoño;no habil
89,52;8;0;30,4;2020;3;otoño;no habil
87,456;8;1;29,5;2020;3;otoño;no habil
88,368;8;2;28,925;2020;3;otoño;no habil
88,752;8;3;28,175;2020;3;otoño;no habil
89,904;8;4;27,25;2020;3;otoño;no habil
87,36;8;5;26,8;2020;3;otoño;no habil
86,448;8;6;26,55;2020;3;otoño;no habil
76,8;8;7;26,05;2020;3;otoño;no habil
66,384;8;8;24,75;2020;3;otoño;no habil
67,152;8;9;24,425;2020;3;otoño;no habil
58,512;8;10;24,975;2020;3;otoño;no habil
56,208;8;11;25,875;2020;3;otoño;no habil
56,928;8;12;26,775;2020;3;otoño;no habil
74,976;8;13;28,1;2020;3;otoño;no habil
98,928;8;14;29,275;2020;3;otoño;no habil
109,056;8;15;30,4;2020;3;otoño;no habil
122,112;8;16;30,975;2020;3;otoño;no habil
120,624;8;17;31,375;2020;3;otoño;no habil
112,224;8;18;31,275;2020;3;otoño;no habil
94,944;8;19;31,125;2020;3;otoño;no habil
79,728;8;20;30,5;2020;3;otoño;no habil
93,936;8;21;29,95;2020;3;otoño;no habil
94,224;8;22;29,45;2020;3;otoño;no habil
92,64;8;23;29,025;2020;3;otoño;no habil
92,832;9;0;28,725;2020;3;otoño;habil
94,944;9;1;28,475;2020;3;otoño;habil
85,68;9;2;27,875;2020;3;otoño;habil
84,528;9;3;27;2020;3;otoño;habil
83,184;9;4;25,4;2020;3;otoño;habil
76,368;9;5;24,35;2020;3;otoño;habil
68,544;9;6;23,925;2020;3;otoño;habil
58,176;9;7;23,625;2020;3;otoño;habil
43,104;9;8;23,325;2020;3;otoño;habil
35,232;9;9;23,725;2020;3;otoño;habil
36;9;10;24,35;2020;3;otoño;habil
43,968;9;11;25,725;2020;3;otoño;habil
50,784;9;12;26,9;2020;3;otoño;habil
68,016;9;13;27,775;2020;3;otoño;habil
85,968;9;14;28,775;2020;3;otoño;habil
93,504;9;15;29,8;2020;3;otoño;habil
101,568;9;16;30,625;2020;3;otoño;habil
104,592;9;17;31,175;2020;3;otoño;habil
103,056;9;18;31,15;2020;3;otoño;habil
84,384;9;19;31,05;2020;3;otoño;habil
74,16;9;20;30,5;2020;3;otoño;habil
80,592;9;21;30,125;2020;3;otoño;habil
87,024;9;22;30,05;2020;3;otoño;habil
110,352;9;23;29,6;2020;3;otoño;habil
112,992;10;0;29,35;2020;3;otoño;habil
103,056;10;1;28,25;2020;3;otoño;habil
95,136;10;2;26,8;2020;3;otoño;habil
89,328;10;3;26;2020;3;otoño;habil
85,632;10;4;25,3;2020;3;otoño;habil
81,072;10;5;24,575;2020;3;otoño;habil
73,152;10;6;23,775;2020;3;otoño;habil
61,68;10;7;22,625;2020;3;otoño;habil
42,288;10;8;21,575;2020;3;otoño;habil
38,112;10;9;21,45;2020;3;otoño;habil
39,648;10;10;22,25;2020;3;otoño;habil
44,976;10;11;23,675;2020;3;otoño;habil
54,24;10;12;24,95;2020;3;otoño;habil
70,608;10;13;26,35;2020;3;otoño;habil
77,328;10;14;27,825;2020;3;otoño;habil
77,952;10;15;28,675;2020;3;otoño;habil
82,656;10;16;29,15;2020;3;otoño;habil
84,192;10;17;29,375;2020;3;otoño;habil
78,192;10;18;29,475;2020;3;otoño;habil
66,288;10;19;29,275;2020;3;otoño;habil
73,344;10;20;28,95;2020;3;otoño;habil
90;10;21;28,675;2020;3;otoño;habil
97,008;10;22;27,9;2020;3;otoño;habil
104,112;10;23;27,575;2020;3;otoño;habil
102,144;11;0;27,05;2020;3;otoño;habil
;11;1;26,275;2020;3;otoño;habil
89,184;11;2;25,65;2020;3;otoño;habil
81,216;11;3;25,35;2020;3;otoño;habil
78,432;11;4;25,35;2020;3;otoño;habil
72,912;11;5;24,925;2020;3;otoño;habil
66,336;11;6;24,275;2020;3;otoño;habil
58,752;11;7;23,75;2020;3;otoño;habil
43,584;11;8;22,475;2020;3;otoño;habil
41,184;11;9;22,825;2020;3;otoño;habil
41,232;11;10;23,525;2020;3;otoño;habil
43,056;11;11;24,475;2020;3;otoño;habil
54,48;11;12;26,05;2020;3;otoño;habil
68,64;11;13;27,825;2020;3;otoño;habil
103,344;11;14;29,05;2020;3;otoño;habil
104,592;11;15;29,95;2020;3;otoño;habil
102,72;11;16;30,55;2020;3;otoño;habil
101,76;11;17;30,975;2020;3;otoño;habil
99,888;11;18;31,025;2020;3;otoño;habil
80,784;11;19;30,775;2020;3;otoño;habil
;11;20;30,25;2020;3;otoño;habil
75,216;11;21;29,325;2020;3;otoño;habil
85,44;11;22;27,25;2020;3;otoño;habil
82,896;11;23;26,1;2020;3;otoño;habil
85,296;12;0;25;2020;3;otoño;habil
76,032;12;1;23,9;2020;3;otoño;habil
74,016;12;2;23,275;2020;3;otoño;habil
72,144;12;3;22,525;2020;3;otoño;habil
66,48;12;4;22,15;2020;3;otoño;habil
63,264;12;5;21,85;2020;3;otoño;habil
57,696;12;6;21,45;2020;3;otoño;habil
47,952;12;7;20,975;2020;3;otoño;habil
33,84;12;8;20,675;2020;3;otoño;habil
33,6;12;9;20,85;2020;3;otoño;habil
36,528;12;10;21,775;2020;3;otoño;habil
39,12;12;11;23,125;2020;3;otoño;habil
58,368;12;12;24,625;2020;3;otoño;habil
70,224;12;13;26,2;2020;3;otoño;habil
92,4;12;14;27,85;2020;3;otoño;habil
99,408;12;15;29,125;2020;3;otoño;habil
105,456;12;16;30,125;2020;3;otoño;habil
101,472;12;17;30,65;2020;3;otoño;habil
101,568;12;18;30,825;2020;3;otoño;habil
79,2;12;19;31,05;2020;3;otoño;habil
72,672;12;20;30,375;2020;3;otoño;habil
81,984;12;21;29,625;2020;3;otoño;habil
91,776;12;22;29,175;2020;3;otoño;habil
90,48;12;23;28,575;2020;3;otoño;habil
90,528;13;0;27,725;2020;3;otoño;habil
81,216;13;1;27,025;2020;3;otoño;habil
76,848;13;2;26,25;2020;3;otoño;habil
73,776;13;3;25,375;2020;3;otoño;habil
72,96;13;4;24,825;2020;3;otoño;habil
70,368;13;5;24,475;2020;3;otoño;habil
62,448;13;6;23,975;2020;3;otoño;habil
53,712;13;7;23,425;2020;3;otoño;habil
39,36;13;8;22,15;2020;3;otoño;habil
40,704;13;9;23,225;2020;3;otoño;habil
44,352;13;10;24,9;2020;3;otoño;habil
55,392;13;11;26,25;2020;3;otoño;habil
73,344;13;12;27,725;2020;3;otoño;habil
83,952;13;13;28,95;2020;3;otoño;habil
103,344;13;14;30,125;2020;3;otoño;habil
122,88;13;15;31,025;2020;3;otoño;habil
120,48;13;16;31,725;2020;3;otoño;habil
116,64;13;17;32,05;2020;3;otoño;habil
111,456;13;18;32,15;2020;3;otoño;habil
101,184;13;19;31,7;2020;3;otoño;habil
85,344;13;20;30,75;2020;3;otoño;habil
92,304;13;21;30,025;2020;3;otoño;habil
100,416;13;22;30;2020;3;otoño;habil
102,432;13;23;29,4;2020;3;otoño;habil
106,8;14;0;27,65;2020;3;otoño;no habil
105,552;14;1;24,825;2020;3;otoño;no habil
97,968;14;2;22,925;2020;3;otoño;no habil
92,448;14;3;19,1;2020;3;otoño;no habil
91,056;14;4;18,075;2020;3;otoño;no habil
88,272;14;5;17,2;2020;3;otoño;no habil
80,304;14;6;16;2020;3;otoño;no habil
70,512;14;7;16,9;2020;3;otoño;no habil
48,864;14;8;16,775;2020;3;otoño;no habil
36,192;14;9;16,7;2020;3;otoño;no habil
32,928;14;10;16,775;2020;3;otoño;no habil
34,032;14;11;16,95;2020;3;otoño;no habil
33,84;14;12;17,975;2020;3;otoño;no habil
;14;13;16,75;2020;3;otoño;no habil
;14;14;15,775;2020;3;otoño;no habil
36,432;14;15;15,4;2020;3;otoño;no habil
40,272;14;16;15,45;2020;3;otoño;no habil
39,024;14;17;15,75;2020;3;otoño;no habil
35,712;14;18;15,85;2020;3;otoño;no habil
32,4;14;19;16,2;2020;3;otoño;no habil
39,6;14;20;16,375;2020;3;otoño;no habil
43,056;14;21;16,35;2020;3;otoño;no habil
41,808;14;22;16,275;2020;3;otoño;no habil
;14;23;16,1;2020;3;otoño;no habil
42,768;15;0;16,175;2020;3;otoño;no habil
38,64;15;1;16,225;2020;3;otoño;no habil
34,224;15;2;16,25;2020;3;otoño;no habil
32,928;15;3;15,875;2020;3;otoño;no habil
30,624;15;4;15,525;2020;3;otoño;no habil
30,384;15;5;15,475;2020;3;otoño;no habil
31,824;15;6;15,15;2020;3;otoño;no habil
32,064;15;7;15,25;2020;3;otoño;no habil
23,376;15;8;15,45;2020;3;otoño;no habil
23,616;15;9;17,075;2020;3;otoño;no habil
27,264;15;10;18,375;2020;3;otoño;no habil
26,736;15;11;20,1;2020;3;otoño;no habil
26,064;15;12;21,425;2020;3;otoño;no habil
26,88;15;13;22,75;2020;3;otoño;no habil
26,304;15;14;23,725;2020;3;otoño;no habil
28,944;15;15;24,5;2020;3;otoño;no habil
30,864;15;16;25,15;2020;3;otoño;no habil
35,52;15;17;25,5;2020;3;otoño;no habil
37,92;15;18;25,35;2020;3;otoño;no habil
37,104;15;19;24,65;2020;3;otoño;no habil
49,2;15;20;23,5;2020;3;otoño;no habil
48,816;15;21;22,375;2020;3;otoño;no habil
48,24;15;22;22,05;2020;3;otoño;no habil
47,664;15;23;21,6;2020;3;otoño;no habil
42,816;16;0;20,475;2020;3;otoño;habil
34,224;16;1;20,175;2020;3;otoño;habil
33,552;16;2;19,425;2020;3;otoño;habil
30,384;16;3;18,9;2020;3;otoño;habil
30,288;16;4;18,525;2020;3;otoño;habil
30,096;16;5;17,575;2020;3;otoño;habil
30,528;16;6;17,375;2020;3;otoño;habil
30,528;16;7;17,75;2020;3;otoño;habil
22,368;16;8;18,025;2020;3;otoño;habil
22,8;16;9;19,75;2020;3;otoño;habil
24,528;16;10;20,575;2020;3;otoño;habil
25,632;16;11;22,55;2020;3;otoño;habil
27,792;16;12;24,125;2020;3;otoño;habil
30,48;16;13;24,925;2020;3;otoño;habil
39,456;16;14;25,8;2020;3;otoño;habil
43,536;16;15;26,825;2020;3;otoño;habil
42,576;16;16;27,15;2020;3;otoño;habil
41,856;16;17;27,375;2020;3;otoño;habil
41,592;16;18;27,3;2020;3;otoño;habil
41,328;16;19;26,925;2020;3;otoño;habil
46,896;16;20;25,775;2020;3;otoño;habil
49,248;16;21;24,55;2020;3;otoño;habil
50,64;16;22;23,95;2020;3;otoño;habil
50,112;16;23;23;2020;3;otoño;habil
47,28;17;0;21,65;2020;3;otoño;habil
41,28;17;1;21,325;2020;3;otoño;habil
39,024;17;2;21;2020;3;otoño;habil
39,648;17;3;20,25;2020;3;otoño;habil
36,096;17;4;19,65;2020;3;otoño;habil
33,936;17;5;18,8;2020;3;otoño;habil
34,8;17;6;18,45;2020;3;otoño;habil
35,088;17;7;18,25;2020;3;otoño;habil
23,904;17;8;18,1;2020;3;otoño;habil
27,696;17;9;19,325;2020;3;otoño;habil
29,184;17;10;20,85;2020;3;otoño;habil
29,184;17;11;22,575;2020;3;otoño;habil
29,904;17;12;24,075;2020;3;otoño;habil
30,144;17;13;25,075;2020;3;otoño;habil
31,056;17;14;26,225;2020;3;otoño;habil
37,104;17;15;27,275;2020;3;otoño;habil
38,496;17;16;27,925;2020;3;otoño;habil
39,12;17;17;28,275;2020;3;otoño;habil
38,352;17;18;28,375;2020;3;otoño;habil
38,208;17;19;27,525;2020;3;otoño;habil
44,64;17;20;26,075;2020;3;otoño;habil
44,832;17;21;25,05;2020;3;otoño;habil
48,336;17;22;23,675;2020;3;otoño;habil
46,752;17;23;22,775;2020;3;otoño;habil
;18;0;22;2020;3;otoño;habil
38,64;18;1;21,5;2020;3;otoño;habil
36,144;18;2;20,9;2020;3;otoño;habil
33,072;18;3;20,5;2020;3;otoño;habil
32,064;18;4;19,7;2020;3;otoño;habil
31,008;18;5;18,625;2020;3;otoño;habil
32,88;18;6;18,125;2020;3;otoño;habil
30,432;18;7;17,75;2020;3;otoño;habil
23,808;18;8;17,5;2020;3;otoño;habil
25,056;18;9;17,85;2020;3;otoño;habil
28,224;18;10;19;2020;3;otoño;habil
28,56;18;11;19,65;2020;3;otoño;habil
29,712;18;12;21,1;2020;3;otoño;habil
37,2;18;13;22,325;2020;3;otoño;habil
37,296;18;14;23,075;2020;3;otoño;habil
41,568;18;15;23,9;2020;3;otoño;habil
51,984;18;16;24,3;2020;3;otoño;habil
53,952;18;17;24,45;2020;3;otoño;habil
55,968;18;18;24,425;2020;3;otoño;habil
51,36;18;19;24,05;2020;3;otoño;habil
50,688;18;20;23,525;2020;3;otoño;habil
52,032;18;21;23,4;2020;3;otoño;habil
52,752;18;22;23,4;2020;3;otoño;habil
50,88;18;23;23,25;2020;3;otoño;habil
44,976;19;0;22,825;2020;3;otoño;habil
42,144;19;1;22,45;2020;3;otoño;habil
38,016;19;2;22,325;2020;3;otoño;habil
