kW;temperatura;año;mes;hora;día;estacion;tipo_dia
27,168;8,3;2019;7;9;16;invierno;habil
30,96;8,5;2019;7;10;16;invierno;habil
32,832;9,35;2019;7;11;16;invierno;habil
35,088;10,4;2019;7;12;16;invierno;habil
32,64;11,75;2019;7;13;16;invierno;habil
29,808;12,55;2019;7;14;16;invierno;habil
29,04;13,5;2019;7;15;16;invierno;habil
25,68;14,25;2019;7;16;16;invierno;habil
28,368;14,75;2019;7;17;16;invierno;habil
31,92;14,85;2019;7;18;16;invierno;habil
40,752;14,35;2019;7;19;16;invierno;habil
43,056;13,4;2019;7;20;16;invierno;habil
47,28;12,2;2019;7;21;16;invierno;habil
50,016;11,5;2019;7;22;16;invierno;habil
48,912;11,1;2019;7;23;16;invierno;habil
41,184;11,5;2019;7;0;17;invierno;habil
39,6;11,1;2019;7;1;17;invierno;habil
36,096;10,75;2019;7;2;17;invierno;habil
35,376;10,25;2019;7;3;17;invierno;habil
36;10,3;2019;7;4;17;invierno;habil
34,992;10,8;2019;7;5;17;invierno;habil
35,232;9,9;2019;7;6;17;invierno;habil
36,384;9,4;2019;7;7;17;invierno;habil
36,192;8,9;2019;7;8;17;invierno;habil
25,872;8,8;2019;7;9;17;invierno;habil
28,704;9,9;2019;7;10;17;invierno;habil
28,128;11,85;2019;7;11;17;invierno;habil
25,632;12,55;2019;7;12;17;invierno;habil
32,4;12,7;2019;7;13;17;invierno;habil
31,776;14,75;2019;7;14;17;invierno;habil
30,72;16,9;2019;7;15;17;invierno;habil
28,224;17,6;2019;7;16;17;invierno;habil
27,792;18,1;2019;7;17;17;invierno;habil
31,68;17,85;2019;7;18;17;invierno;habil
38,352;16,35;2019;7;19;17;invierno;habil
41,52;15,25;2019;7;20;17;invierno;habil
47,424;14,5;2019;7;21;17;invierno;habil
49,632;13,95;2019;7;22;17;invierno;habil
51,648;13,25;2019;7;23;17;invierno;habil
43,536;12,25;2019;7;0;18;invierno;habil
37,632;11,1;2019;7;1;18;invierno;habil
32,496;10,75;2019;7;2;18;invierno;habil
34,416;10,25;2019;7;3;18;invierno;habil
33,408;10,3;2019;7;4;18;invierno;habil
33,792;10,75;2019;7;5;18;invierno;habil
34,128;12,45;2019;7;6;18;invierno;habil
33,264;12,4;2019;7;7;18;invierno;habil
33,84;12,25;2019;7;8;18;invierno;habil
28,08;12,25;2019;7;9;18;invierno;habil
27,6;12,35;2019;7;10;18;invierno;habil
30,528;12,35;2019;7;11;18;invierno;habil
31,968;12,3;2019;7;12;18;invierno;habil
28,56;13,05;2019;7;13;18;invierno;habil
29,616;13,4;2019;7;14;18;invierno;habil
30,768;13,8;2019;7;15;18;invierno;habil
28,704;13,95;2019;7;16;18;invierno;habil
25,68;14;2019;7;17;18;invierno;habil
34,944;13,6;2019;7;18;18;invierno;habil
43,632;13;2019;7;19;18;invierno;habil
45,792;11,7;2019;7;20;18;invierno;habil
50,208;10,5;2019;7;21;18;invierno;habil
49,392;9,7;2019;7;22;18;invierno;habil
50,592;8,8;2019;7;23;18;invierno;habil
47,184;8,4;2019;7;0;19;invierno;habil
40,992;7,75;2019;7;1;19;invierno;habil
36,912;7,05;2019;7;2;19;invierno;habil
34,416;6,45;2019;7;3;19;invierno;habil
34,032;6,1;2019;7;4;19;invierno;habil
34,32;5,75;2019;7;5;19;invierno;habil
34,224;5,25;2019;7;6;19;invierno;habil
34,944;4,15;2019;7;7;19;invierno;habil
34,608;4,15;2019;7;8;19;invierno;habil
34,032;4,85;2019;7;9;19;invierno;habil
34,992;6,5;2019;7;10;19;invierno;habil
34,656;8,95;2019;7;11;19;invierno;habil
38,592;10,3;2019;7;12;19;invierno;habil
36,24;11,7;2019;7;13;19;invierno;habil
30,912;12,7;2019;7;14;19;invierno;habil
29,712;14,8;2019;7;15;19;invierno;habil
31,968;15,25;2019;7;16;19;invierno;habil
27,936;15,15;2019;7;17;19;invierno;habil
31,728;14,15;2019;7;18;19;invierno;habil
44,688;13,35;2019;7;19;19;invierno;habil
44,4;12,4;2019;7;20;19;invierno;habil
50,592;11,35;2019;7;21;19;invierno;habil
52,224;10,45;2019;7;22;19;invierno;habil
52,272;9,55;2019;7;23;19;invierno;habil
48,816;8,5;2019;7;0;20;invierno;no habil
44,496;8,25;2019;7;1;20;invierno;no habil
37,488;8,5;2019;7;2;20;invierno;no habil
38,928;8,8;2019;7;3;20;invierno;no habil
36,72;7,45;2019;7;4;20;invierno;no habil
34,08;7,05;2019;7;5;20;invierno;no habil
34,512;7,1;2019;7;6;20;invierno;no habil
36,432;7,25;2019;7;7;20;invierno;no habil
38,256;6,15;2019;7;8;20;invierno;no habil
28,08;6,05;2019;7;9;20;invierno;no habil
32,832;8,85;2019;7;10;20;invierno;no habil
34,992;10,9;2019;7;11;20;invierno;no habil
30,96;12,45;2019;7;12;20;invierno;no habil
31,632;14,2;2019;7;13;20;invierno;no habil
30,864;15,45;2019;7;14;20;invierno;no habil
30,672;16,5;2019;7;15;20;invierno;no habil
25,968;17,75;2019;7;16;20;invierno;no habil
26,256;18,55;2019;7;17;20;invierno;no habil
30,432;18,8;2019;7;18;20;invierno;no habil
42,816;17,05;2019;7;19;20;invierno;no habil
46,176;15,25;2019;7;20;20;invierno;no habil
48,96;13,6;2019;7;21;20;invierno;no habil
47,472;12,7;2019;7;22;20;invierno;no habil
45,264;11,85;2019;7;23;20;invierno;no habil
46,416;12,1;2019;7;0;21;invierno;no habil
47,424;11,15;2019;7;1;21;invierno;no habil
43,104;9,05;2019;7;2;21;invierno;no habil
38,928;9,2;2019;7;3;21;invierno;no habil
37,68;17,35;2019;7;4;21;invierno;no habil
34,704;26,6;2019;7;5;21;invierno;no habil
33,312;26,7;2019;7;6;21;invierno;no habil
33,6;26,8;2019;7;7;21;invierno;no habil
32,256;26,5;2019;7;8;21;invierno;no habil
19,584;26,65;2019;7;9;21;invierno;no habil
23,232;27,2;2019;7;10;21;invierno;no habil
28,8;27,55;2019;7;11;21;invierno;no habil
26,544;28,35;2019;7;12;21;invierno;no habil
27,264;28,05;2019;7;13;21;invierno;no habil
26,352;26,6;2019;7;14;21;invierno;no habil
26;25,2;2019;7;15;21;invierno;no habil
26,544;24,35;2019;7;16;21;invierno;no habil
25,104;23,7;2019;7;17;21;invierno;no habil
35,664;23,8;2019;7;18;21;invierno;no habil
43,008;14,6;2019;7;19;21;invierno;no habil
43,824;13,6;2019;7;20;21;invierno;no habil
45,12;12,8;2019;7;21;21;invierno;no habil
43,152;12,3;2019;7;22;21;invierno;no habil
38,88;11,85;2019;7;23;21;invierno;no habil
44,4;11,75;2019;7;0;22;invierno;habil
35,952;11,9;2019;7;1;22;invierno;habil
28,032;11,95;2019;7;2;22;invierno;habil
28,128;11,55;2019;7;3;22;invierno;habil
28,656;10,85;2019;7;4;22;invierno;habil
27,072;10,1;2019;7;5;22;invierno;habil
29,184;9,2;2019;7;6;22;invierno;habil
32,544;8,8;2019;7;7;22;invierno;habil
31,776;8,8;2019;7;8;22;invierno;habil
24,768;8,5;2019;7;9;22;invierno;habil
26,832;8,65;2019;7;10;22;invierno;habil
26,928;9,85;2019;7;11;22;invierno;habil
31,776;11,5;2019;7;12;22;invierno;habil
32,832;12,2;2019;7;13;22;invierno;habil
29,472;12,55;2019;7;14;22;invierno;habil
30,096;12,5;2019;7;15;22;invierno;habil
31,68;12,25;2019;7;16;22;invierno;habil
31,728;12;2019;7;17;22;invierno;habil
34,704;11,85;2019;7;18;22;invierno;habil
44,016;11,5;2019;7;19;22;invierno;habil
48,48;10,6;2019;7;20;22;invierno;habil
52,752;9,95;2019;7;21;22;invierno;habil
51,6;9,6;2019;7;22;22;invierno;habil
48,576;9,45;2019;7;23;22;invierno;habil
48,816;9,2;2019;7;0;23;invierno;habil
44,496;8,95;2019;7;1;23;invierno;habil
37,488;8,75;2019;7;2;23;invierno;habil
38,928;8,4;2019;7;3;23;invierno;habil
36,72;7,75;2019;7;4;23;invierno;habil
34,08;7,2;2019;7;5;23;invierno;habil
34,512;6,85;2019;7;6;23;invierno;habil
36,432;7;2019;7;7;23;invierno;habil
38,256;6,9;2019;7;8;23;invierno;habil
28,08;6,75;2019;7;9;23;invierno;habil
32,832;7,6;2019;7;10;23;invierno;habil
34,992;8,4;2019;7;11;23;invierno;habil
30,96;9,5;2019;7;12;23;invierno;habil
31,632;10,15;2019;7;13;23;invierno;habil
30,864;10,7;2019;7;14;23;invierno;habil
30,672;11,1;2019;7;15;23;invierno;habil
25,968;11,7;2019;7;16;23;invierno;habil
26,256;12;2019;7;17;23;invierno;habil
30,432;12,05;2019;7;18;23;invierno;habil
42,816;11,55;2019;7;19;23;invierno;habil
46,176;10,8;2019;7;20;23;invierno;habil
48,96;10,1;2019;7;21;23;invierno;habil
47,472;9,1;2019;7;22;23;invierno;habil
45,264;8,65;2019;7;23;23;invierno;habil
49,92;7,6;2019;7;0;24;invierno;habil
41,664;7,15;2019;7;1;24;invierno;habil
40,368;6,3;2019;7;2;24;invierno;habil
36,576;5,7;2019;7;3;24;invierno;habil
36,048;5,35;2019;7;4;24;invierno;habil
36,432;5,2;2019;7;5;24;invierno;habil
44,16;4,55;2019;7;6;24;invierno;habil
41,28;3,8;2019;7;7;24;invierno;habil
38,64;3,75;2019;7;8;24;invierno;habil
26,16;3,85;2019;7;9;24;invierno;habil
28,656;5,85;2019;7;10;24;invierno;habil
28,896;8,35;2019;7;11;24;invierno;habil
27,888;9,95;2019;7;12;24;invierno;habil
26,064;11,1;2019;7;13;24;invierno;habil
25,776;12,3;2019;7;14;24;invierno;habil
28,08;13,1;2019;7;15;24;invierno;habil
26,88;13,75;2019;7;16;24;invierno;habil
25,344;14,15;2019;7;17;24;invierno;habil
28,272;14,15;2019;7;18;24;invierno;habil
44,64;13,45;2019;7;19;24;invierno;habil
46,512;12,55;2019;7;20;24;invierno;habil
50,832;11,2;2019;7;21;24;invierno;habil
55,392;10,2;2019;7;22;24;invierno;habil
58,32;9;2019;7;23;24;invierno;habil
54,192;8,5;2019;7;0;25;invierno;habil
41,664;8,1;2019;7;1;25;invierno;habil
38,784;7,05;2019;7;2;25;invierno;habil
35,52;7,1;2019;7;3;25;invierno;habil
36,768;6,1;2019;7;4;25;invierno;habil
38,064;5,95;2019;7;5;25;invierno;habil
45,648;6,05;2019;7;6;25;invierno;habil
44,448;5,3;2019;7;7;25;invierno;habil
38,112;5,45;2019;7;8;25;invierno;habil
32,784;6,05;2019;7;9;25;invierno;habil
37,872;8,35;2019;7;10;25;invierno;habil
33,984;10,25;2019;7;11;25;invierno;habil
38,112;11,7;2019;7;12;25;invierno;habil
31,104;13;2019;7;13;25;invierno;habil
25,776;14,2;2019;7;14;25;invierno;habil
28,08;15,65;2019;7;15;25;invierno;habil
24,96;16,25;2019;7;16;25;invierno;habil
27,936;16,55;2019;7;17;25;invierno;habil
31,92;16,4;2019;7;18;25;invierno;habil
43,2;14,85;2019;7;19;25;invierno;habil
43,728;13,25;2019;7;20;25;invierno;habil
53,28;12,25;2019;7;21;25;invierno;habil
52,704;11,5;2019;7;22;25;invierno;habil
50,832;10,8;2019;7;23;25;invierno;habil
53,184;9,95;2019;7;0;26;invierno;habil
41,232;9,55;2019;7;1;26;invierno;habil
39,072;8,85;2019;7;2;26;invierno;habil
34,848;8,7;2019;7;3;26;invierno;habil
33,552;8,05;2019;7;4;26;invierno;habil
33,744;7,65;2019;7;5;26;invierno;habil
36,576;7,25;2019;7;6;26;invierno;habil
39,744;6,5;2019;7;7;26;invierno;habil
37,872;6,8;2019;7;8;26;invierno;habil
29,04;6,35;2019;7;9;26;invierno;habil
30,72;8,35;2019;7;10;26;invierno;habil
29,472;10,1;2019;7;11;26;invierno;habil
29,04;11,2;2019;7;12;26;invierno;habil
29,808;12,8;2019;7;13;26;invierno;habil
25,776;14,6;2019;7;14;26;invierno;habil
26,16;15,95;2019;7;15;26;invierno;habil
28,272;16,75;2019;7;16;26;invierno;habil
24,288;17,3;2019;7;17;26;invierno;habil
27,6;17,25;2019;7;18;26;invierno;habil
41,568;16,5;2019;7;19;26;invierno;habil
42,192;15;2019;7;20;26;invierno;habil
44,016;13,75;2019;7;21;26;invierno;habil
48,24;13,25;2019;7;22;26;invierno;habil
48,384;12,4;2019;7;23;26;invierno;habil
46,224;11,35;2019;7;0;27;invierno;no habil
43,056;10,95;2019;7;1;27;invierno;no habil
40,848;10,2;2019;7;2;27;invierno;no habil
36,48;9,5;2019;7;3;27;invierno;no habil
35,856;9,1;2019;7;4;27;invierno;no habil
34,128;8,45;2019;7;5;27;invierno;no habil
35,232;7,35;2019;7;6;27;invierno;no habil
37,056;6,65;2019;7;7;27;invierno;no habil
36,048;5,95;2019;7;8;27;invierno;no habil
26,976;5,45;2019;7;9;27;invierno;no habil
29,232;7,75;2019;7;10;27;invierno;no habil
32,4;9,4;2019;7;11;27;invierno;no habil
31,248;11,2;2019;7;12;27;invierno;no habil
29,616;12,6;2019;7;13;27;invierno;no habil
27,456;13,6;2019;7;14;27;invierno;no habil
28,272;15,1;2019;7;15;27;invierno;no habil
26,352;16,1;2019;7;16;27;invierno;no habil
28,176;16,5;2019;7;17;27;invierno;no habil
26,736;16,55;2019;7;18;27;invierno;no habil
40,08;15,55;2019;7;19;27;invierno;no habil
44,112;14,25;2019;7;20;27;invierno;no habil
47,664;12,95;2019;7;21;27;invierno;no habil
48,96;12,1;2019;7;22;27;invierno;no habil
48,528;11,4;2019;7;23;27;invierno;no habil
47,76;10,35;2019;7;0;28;invierno;no habil
42,192;9,75;2019;7;1;28;invierno;no habil
37,584;10,35;2019;7;2;28;invierno;no habil
36,672;9,95;2019;7;3;28;invierno;no habil
34,032;9,3;2019;7;4;28;invierno;no habil
31,488;7,85;2019;7;5;28;invierno;no habil
31,248;6,9;2019;7;6;28;invierno;no habil
31,248;6,2;2019;7;7;28;invierno;no habil
30,48;5,75;2019;7;8;28;invierno;no habil
26,352;5,7;2019;7;9;28;invierno;no habil
32,832;6,55;2019;7;10;28;invierno;no habil
34,176;8,7;2019;7;11;28;invierno;no habil
31,968;10,25;2019;7;12;28;invierno;no habil
27,504;12,15;2019;7;13;28;invierno;no habil
25,008;14,05;2019;7;14;28;invierno;no habil
24,768;14,9;2019;7;15;28;invierno;no habil
25,104;15,7;2019;7;16;28;invierno;no habil
25,536;15,9;2019;7;17;28;invierno;no habil
31,392;15,8;2019;7;18;28;invierno;no habil
47,088;15;2019;7;19;28;invierno;no habil
45,216;13,75;2019;7;20;28;invierno;no habil
48;12,55;2019;7;21;28;invierno;no habil
47,952;12,15;2019;7;22;28;invierno;no habil
47,52;12,15;2019;7;23;28;invierno;no habil
45,456;11,5;2019;7;0;29;invierno;habil
37,104;9,85;2019;7;1;29;invierno;habil
32,496;8,7;2019;7;2;29;invierno;habil
31,248;9,65;2019;7;3;29;invierno;habil
31,344;9,35;2019;7;4;29;invierno;habil
32,592;7,6;2019;7;5;29;invierno;habil
37,872;6,6;2019;7;6;29;invierno;habil
39,024;5,9;2019;7;7;29;invierno;habil
38,4;5,65;2019;7;8;29;invierno;habil
29,088;6,45;2019;7;9;29;invierno;habil
27,36;7,75;2019;7;10;29;invierno;habil
27,456;8,65;2019;7;11;29;invierno;habil
27,36;11,8;2019;7;12;29;invierno;habil
26,592;12,25;2019;7;13;29;invierno;habil
25,968;13,25;2019;7;14;29;invierno;habil
24,624;14,5;2019;7;15;29;invierno;habil
24,864;15,5;2019;7;16;29;invierno;habil
25,44;16,45;2019;7;17;29;invierno;habil
27,408;16,45;2019;7;18;29;invierno;habil
39,696;15,4;2019;7;19;29;invierno;habil
42;14,2;2019;7;20;29;invierno;habil
50,064;13,15;2019;7;21;29;invierno;habil
53,712;12,35;2019;7;22;29;invierno;habil
50,784;11,45;2019;7;23;29;invierno;habil
47,568;11,05;2019;7;0;30;invierno;habil
40,56;11,15;2019;7;1;30;invierno;habil
36,96;10,25;2019;7;2;30;invierno;habil
33,696;8,7;2019;7;3;30;invierno;habil
34,896;8,65;2019;7;4;30;invierno;habil
36,096;10,2;2019;7;5;30;invierno;habil
39,504;9,85;2019;7;6;30;invierno;habil
38,832;8,85;2019;7;7;30;invierno;habil
30,048;7,25;2019;7;8;30;invierno;habil
25,824;7,15;2019;7;9;30;invierno;habil
31,632;8,45;2019;7;10;30;invierno;habil
30,624;10,55;2019;7;11;30;invierno;habil
32,448;13,1;2019;7;12;30;invierno;habil
30,72;14,15;2019;7;13;30;invierno;habil
28,8;15,6;2019;7;14;30;invierno;habil
27,552;17,45;2019;7;15;30;invierno;habil
29,088;18,55;2019;7;16;30;invierno;habil
26,64;18,85;2019;7;17;30;invierno;habil
28,896;18,65;2019;7;18;30;invierno;habil
39,84;17,65;2019;7;19;30;invierno;habil
44,64;16,45;2019;7;20;30;invierno;habil
44,256;15,3;2019;7;21;30;invierno;habil
48,288;14,45;2019;7;22;30;invierno;habil
48,816;13,85;2019;7;23;30;invierno;habil
44,352;13,05;2019;7;0;31;invierno;habil
39,456;13,2;2019;7;1;31;invierno;habil
33,84;12,55;2019;7;2;31;invierno;habil
32,064;11,9;2019;7;3;31;invierno;habil
32,448;13,2;2019;7;4;31;invierno;habil
31,776;13,75;2019;7;5;31;invierno;habil
36,336;13,5;2019;7;6;31;invierno;habil
37,008;11,55;2019;7;7;31;invierno;habil
34,512;10,95;2019;7;8;31;invierno;habil
26,448;9,65;2019;7;9;31;invierno;habil
28,272;11,5;2019;7;10;31;invierno;habil
34,176;12,9;2019;7;11;31;invierno;habil
30,96;12,7;2019;7;12;31;invierno;habil
29,184;14,9;2019;7;13;31;invierno;habil
28,368;16,6;2019;7;14;31;invierno;habil
24,624;17,9;2019;7;15;31;invierno;habil
24,48;19;2019;7;16;31;invierno;habil
25,344;19,7;2019;7;17;31;invierno;habil
28,224;20;2019;7;18;31;invierno;habil
41,28;19,45;2019;7;19;31;invierno;habil
44,688;18,4;2019;7;20;31;invierno;habil
47,616;17,4;2019;7;21;31;invierno;habil
46,176;15,8;2019;7;22;31;invierno;habil
44,016;15,1;2019;7;23;31;invierno;habil
45,024;14,3;2019;8;0;1;invierno;habil
37,392;13,1;2019;8;1;1;invierno;habil
32,208;12,25;2019;8;2;1;invierno;habil
29,856;12,2;2019;8;3;1;invierno;habil
30,144;12,4;2019;8;4;1;invierno;habil
29,28;12;2019;8;5;1;invierno;habil
34,848;11,25;2019;8;6;1;invierno;habil
36,768;10,4;2019;8;7;1;invierno;habil
36,624;9,65;2019;8;8;1;invierno;habil
25,008;8,85;2019;8;9;1;invierno;habil
26,976;10,65;2019;8;10;1;invierno;habil
25,824;12,55;2019;8;11;1;invierno;habil
26,928;13,55;2019;8;12;1;invierno;habil
27,12;14,1;2019;8;13;1;invierno;habil
24,528;14,85;2019;8;14;1;invierno;habil
22,704;15,8;2019;8;15;1;invierno;habil
22,56;16,15;2019;8;16;1;invierno;habil
24,672;15,95;2019;8;17;1;invierno;habil
27,072;15,8;2019;8;18;1;invierno;habil
42,384;15,1;2019;8;19;1;invierno;habil
46,944;13,9;2019;8;20;1;invierno;habil
52,56;13;2019;8;21;1;invierno;habil
54,624;12,4;2019;8;22;1;invierno;habil
47,664;11,45;2019;8;23;1;invierno;habil
47,184;10,75;2019;8;0;2;invierno;habil
39,984;9,7;2019;8;1;2;invierno;habil
36,912;9;2019;8;2;2;invierno;habil
33,984;7,35;2019;8;3;2;invierno;habil
35,904;8,3;2019;8;4;2;invierno;habil
34,848;8,7;2019;8;5;2;invierno;habil
42,192;7,9;2019;8;6;2;invierno;habil
42,672;5,8;2019;8;7;2;invierno;habil
39,84;5,35;2019;8;8;2;invierno;habil
30,192;5,65;2019;8;9;2;invierno;habil
33,072;8,05;2019;8;10;2;invierno;habil
35,76;9,45;2019;8;11;2;invierno;habil
32,16;10,65;2019;8;12;2;invierno;habil
33,024;11,75;2019;8;13;2;invierno;habil
27,12;12,85;2019;8;14;2;invierno;habil
30,96;13,95;2019;8;15;2;invierno;habil
27,84;15,05;2019;8;16;2;invierno;habil
26,544;15,65;2019;8;17;2;invierno;habil
28,032;15,9;2019;8;18;2;invierno;habil
45,648;15,1;2019;8;19;2;invierno;habil
47,04;13,45;2019;8;20;2;invierno;habil
49,056;12,15;2019;8;21;2;invierno;habil
52,56;11,3;2019;8;22;2;invierno;habil
49,2;10,8;2019;8;23;2;invierno;habil
52,992;10,6;2019;8;0;3;invierno;no habil
44,208;10,6;2019;8;1;3;invierno;no habil
40,176;9,45;2019;8;2;3;invierno;no habil
37,536;8,5;2019;8;3;3;invierno;no habil
36,624;7,35;2019;8;4;3;invierno;no habil
35,472;5,8;2019;8;5;3;invierno;no habil
35,328;5,75;2019;8;6;3;invierno;no habil
36,336;4,2;2019;8;7;3;invierno;no habil
34,224;3,8;2019;8;8;3;invierno;no habil
30,96;5,2;2019;8;9;3;invierno;no habil
36,24;7,95;2019;8;10;3;invierno;no habil
35,136;9,7;2019;8;11;3;invierno;no habil
35,904;11,35;2019;8;12;3;invierno;no habil
36,336;12,85;2019;8;13;3;invierno;no habil
35,376;13,85;2019;8;14;3;invierno;no habil
35,568;15,6;2019;8;15;3;invierno;no habil
32,064;16,3;2019;8;16;3;invierno;no habil
30,096;16,75;2019;8;17;3;invierno;no habil
30,144;16,8;2019;8;18;3;invierno;no habil
41,088;16;2019;8;19;3;invierno;no habil
45,936;14,7;2019;8;20;3;invierno;no habil
52,896;13,15;2019;8;21;3;invierno;no habil
48,192;12,05;2019;8;22;3;invierno;no habil
46,224;11,45;2019;8;23;3;invierno;no habil
45,888;11,45;2019;8;0;4;invierno;no habil
41,184;11,3;2019;8;1;4;invierno;no habil
39,936;10,95;2019;8;2;4;invierno;no habil
37,152;9,85;2019;8;3;4;invierno;no habil
35,376;9,1;2019;8;4;4;invierno;no habil
32,496;9,5;2019;8;5;4;invierno;no habil
31,776;9,7;2019;8;6;4;invierno;no habil
32,928;9,65;2019;8;7;4;invierno;no habil
30,192;8,25;2019;8;8;4;invierno;no habil
27,888;8,1;2019;8;9;4;invierno;no habil
31,2;9,8;2019;8;10;4;invierno;no habil
34,32;11,55;2019;8;11;4;invierno;no habil
34,224;12,35;2019;8;12;4;invierno;no habil
32,448;14,55;2019;8;13;4;invierno;no habil
28,8;16,1;2019;8;14;4;invierno;no habil
24,24;17,35;2019;8;15;4;invierno;no habil
23,808;18,1;2019;8;16;4;invierno;no habil
24,672;18,35;2019;8;17;4;invierno;no habil
25,488;18,05;2019;8;18;4;invierno;no habil
40,752;17,1;2019;8;19;4;invierno;no habil
47,232;15,65;2019;8;20;4;invierno;no habil
47,52;14,2;2019;8;21;4;invierno;no habil
50,16;13,6;2019;8;22;4;invierno;no habil
50,256;13,45;2019;8;23;4;invierno;no habil
46,464;12,9;2019;8;0;5;invierno;habil
41,376;12,65;2019;8;1;5;invierno;habil
35,424;11,9;2019;8;2;5;invierno;habil
34,224;11,2;2019;8;3;5;invierno;habil
33,936;11,45;2019;8;4;5;invierno;habil
33,936;11,35;2019;8;5;5;invierno;habil
38,304;11,45;2019;8;6;5;invierno;habil
38,112;8,15;2019;8;7;5;invierno;habil
34,944;6,05;2019;8;8;5;invierno;habil
25,008;6,05;2019;8;9;5;invierno;habil
28,08;7,45;2019;8;10;5;invierno;habil
31,104;10,7;2019;8;11;5;invierno;habil
31,632;13,8;2019;8;12;5;invierno;habil
29,328;16,05;2019;8;13;5;invierno;habil
27,936;18,3;2019;8;14;5;invierno;habil
25,056;19,6;2019;8;15;5;invierno;habil
26,976;20,6;2019;8;16;5;invierno;habil
23,904;20,95;2019;8;17;5;invierno;habil
26,688;20,75;2019;8;18;5;invierno;habil
37,728;19,6;2019;8;19;5;invierno;habil
41,184;17,4;2019;8;20;5;invierno;habil
48,432;15,95;2019;8;21;5;invierno;habil
53,664;14,95;2019;8;22;5;invierno;habil
51,552;14,45;2019;8;23;5;invierno;habil
42,624;13,5;2019;8;0;6;invierno;habil
37,44;14,05;2019;8;1;6;invierno;habil
31,44;13;2019;8;2;6;invierno;habil
30,672;12,6;2019;8;3;6;invierno;habil
29,904;12;2019;8;4;6;invierno;habil
32,496;11,25;2019;8;5;6;invierno;habil
36,72;9,5;2019;8;6;6;invierno;habil
36,528;8;2019;8;7;6;invierno;habil
33,984;7,05;2019;8;8;6;invierno;habil
25,872;7,05;2019;8;9;6;invierno;habil
25,776;8,75;2019;8;10;6;invierno;habil
28,416;10,2;2019;8;11;6;invierno;habil
31,2;12,65;2019;8;12;6;invierno;habil
28,128;14,8;2019;8;13;6;invierno;habil
25,872;16,95;2019;8;14;6;invierno;habil
24,576;18,75;2019;8;15;6;invierno;habil
24;19,95;2019;8;16;6;invierno;habil
25,152;20,05;2019;8;17;6;invierno;habil
30,576;20,3;2019;8;18;6;invierno;habil
41,136;19,9;2019;8;19;6;invierno;habil
41,952;19,6;2019;8;20;6;invierno;habil
47,808;18,9;2019;8;21;6;invierno;habil
54,624;17,3;2019;8;22;6;invierno;habil
54,384;16,3;2019;8;23;6;invierno;habil
48,432;14,85;2019;8;0;7;invierno;habil
43,728;13,45;2019;8;1;7;invierno;habil
36,144;12,6;2019;8;2;7;invierno;habil
34,752;12,2;2019;8;3;7;invierno;habil
33,984;11,6;2019;8;4;7;invierno;habil
